query_id	query_text	class_label
train-2416	is ice cream currently on my shopping list	shopping_list
train-2417	tell me what i can find on the shopping list	shopping_list
train-2418	what do i need when i go shopping	shopping_list
train-2419	do you want peanut butter for your lunches this week	shopping_list
train-2420	is a toothbrush on my shopping list	shopping_list
train-2421	tell me what i put on the shopping list	shopping_list
train-2422	read me my shopping list please	shopping_list
train-2423	what do i need to go shopping for	shopping_list
train-2424	i need to hear what's on my shopping list	shopping_list
train-2425	do i need milk at the store	shopping_list
train-2426	i need to know the things on my shopping list	shopping_list
train-2427	which purchases are on my shopping list	shopping_list
train-2428	what are my shopping list's content	shopping_list
train-2429	my shopping list contains what	shopping_list
train-2430	what things are on my shopping list	shopping_list
train-2431	can you look up what my shopping list has on it	shopping_list
train-2432	read me my shopping list	shopping_list
train-2433	what do i need to buy at the store	shopping_list
train-2434	show me my shopping list	shopping_list
train-2435	read me everything on my shopping list	shopping_list
train-2436	does my shopping list include apples right now	shopping_list
train-2437	what is available on the shopping list	shopping_list
train-2438	name the items on my shopping list	shopping_list
train-2439	read my shopping list to me	shopping_list
train-2440	what does my shopping list involve	shopping_list
train-2441	would you let me know what is on my shopping list	shopping_list
train-2442	tell me what's on my shopping list	shopping_list
train-2443	what are the contents of my shopping list	shopping_list
train-2444	what does my shopping list entail	shopping_list
train-2445	can you tell me my shopping list items, please	shopping_list
train-2446	pull up my shopping list for me	shopping_list
train-2447	tell me whats on my shopping list	shopping_list
train-2448	what stuff did i put on my shopping list	shopping_list
train-2449	do i have tomato on the shopping list	shopping_list
train-2450	do i need to change my oil	oil_change_when
train-2451	how long until i need to change my oil	oil_change_when
train-2452	when should my oil get changed	oil_change_when
train-2453	when do i need you change my oil	oil_change_when
train-2454	how often do you have to change your oil	oil_change_when
train-2455	my oil seems pretty black, does that mean i should change it	oil_change_when
train-2456	when do i need to change the oil again	oil_change_when
train-2457	how often should the oil get changed	oil_change_when
train-2458	when is my next oil change due	oil_change_when
train-2459	at what point should the oil be changed again	oil_change_when
train-2460	how often should you get an oil change	oil_change_when
train-2461	at which mileage, should i get my oil changed	oil_change_when
train-2462	my next oil change is when	oil_change_when
train-2463	when do i need my oil changed	oil_change_when
train-2464	when should my oil be changed	oil_change_when
train-2465	what duration of time should i wait before i change my oil	oil_change_when
train-2466	how often should i change my oil	oil_change_when
train-2467	when is my oil due to be changed	oil_change_when
train-2468	when do you think i should change my oil	oil_change_when
train-2469	how long does oil last in a car	oil_change_when
train-2470	oil changes are typical done how often	oil_change_when
train-2471	how much longer until i need to get my oil changed	oil_change_when
train-2472	when is my car due for an oil change	oil_change_when
train-2473	when am i due for an oil change	oil_change_when
train-2474	what date should i next change my oil	oil_change_when
train-2475	is it time for an oil change	oil_change_when
train-2476	how long before i need an oil change	oil_change_when
train-2477	in how many miles do i need to schedule my oil change	oil_change_when
train-2478	do you change the oil in your car more than once a year	oil_change_when
train-2479	what is the due date for my next oil change	oil_change_when
train-2480	how long before i neet to get my oil changed	oil_change_when
train-2481	when will my car need an oil change	oil_change_when
train-2482	when is my next oil change	oil_change_when
train-2483	when do i need an oil change	oil_change_when
train-2484	i need to know when my oil should be changed	oil_change_when
train-2485	when will i need another oil change	oil_change_when
train-2486	when do i need to get an oil change	oil_change_when
train-2487	it's been 3 years since i changed my oil, how long until i have to deal with it	oil_change_when
train-2488	when to change my oil	oil_change_when
train-2489	i really must know when should i get my oil changed next	oil_change_when
train-2490	how many miles can i drive before changing my oil	oil_change_when
train-2491	when is my oil change expected	oil_change_when
train-2492	what is the time frame for changing oil	oil_change_when
train-2493	how long can you go between oil changes	oil_change_when
train-2494	when do cars need their oil changed	oil_change_when
train-2495	i need to know when should i get my oil changed next	oil_change_when
train-2496	when can i get oil changed	oil_change_when
train-2497	when should i change the oil in my car	oil_change_when
train-2498	at what point will i need another oil change	oil_change_when
train-2499	when should i change my car oil	oil_change_when
train-2500	share location with bill	share_location
train-2501	give the boys my location please	share_location
train-2502	tell base camp my gps coordinates	share_location
train-2503	i would like ms johannson and ms alba to be informed of my location	share_location
train-2504	please tell wanda where i am now	share_location
train-2505	how do i share my location with noel	share_location
train-2506	tell john and sam where i am	share_location
train-2507	i need to share my location with noel	share_location
train-2508	how can i show noel where i am right now	share_location
train-2509	share my location with my sister	share_location
train-2510	i would like to share my location with my mom	share_location
train-2511	can you tell bill and craig where i am	share_location
train-2512	how do i share where i am, with another person	share_location
train-2513	can you forward my location to tom	share_location
train-2514	i need the tow truck to be given my gps coordinates	share_location
train-2515	share my location with brad and terry	share_location
train-2516	can you share my location with mom	share_location
train-2517	allow my son to see my gps coordinates	share_location
train-2518	let the folks know my gps coordinates	share_location
